Title,Header,Content,Mentioned_Countries,Mentioned_Swiss_Cities,Sentiment,Confidence,Original_Sentiment,Sentiment Score
la droite appelle a la resistance civique face a pedro sanchez,espagne,"remontee contre la loi damnistie concedee aux independantistes catalans par le premier ministre pedro sanchez, en echange de sa reconduction au pouvoir, la droite espagnole a appele vendredi a la resistance civique contre lexecutif, a la veille dune nouvelle manifestation. la resistance civique ne va pas baisser les bras, a assure sur x (anciennement twitter) la vice-presidente du parti populaire (pp), principale formation conservatrice espagnole, cuca gamarra, en appelant les espagnols a descendre dans la rue samedi contre cette mesure damnistie, qui est a lorigine de vives tensions dans le pays. un appel relaye par le haut dirigeant du pp, elias bendodo, qui a accuse dans un communique le premier ministre socialiste davoir vendu lespagne aux independantistes et qualifie son investiture jeudi par les deputes pour un nouveau mandat, dacte de haute trahison. le rassemblement de samedi, auquel participeront les dirigeants du pp et ceux du parti dextreme droite vox, est prevu a 12h a madrid. il intervient apres une manifestation a laquelle ont participe dimanche des centaines de milliers de personnes dans toute lespagne. nous continuerons a soutenir toutes les mobilisations et tous les appels a sopposer a ce gouvernement issu dun pacte anticonstitutionnel, a prevenu santiago abascal, le chef de vox, qui denonce depuis plusieurs jours un coup detat institutionnel. arrive deuxieme aux legislatives du 23 juillet derriere le chef de file du pp alberto nunez feijoo, pedro sanchez est parvenu a se faire reconduire au pouvoir apres avoir negocie tous azimuts pour obtenir le soutien de formations regionalistes, dont les partis independantistes catalans. en echange de leurs voix, indispensables a la formation dune majorite, il a accepte plusieurs concessions, dont ladoption prochaine dune loi damnistie controversee pour les dirigeants et militants separatistes poursuivis notamment pour leur implication dans la tentative de secession de la catalogne en 2017. nous avons prefere les retrouvailles a la vengeance, lunite a la fracture, a justifie mercredi, face aux deputes, le socialiste de 51 ans, jugeant le dialogue et le pardon necessaires pour tourner la page de la crise de 2017. pretant serment vendredi devant le roi felipe vi au palais de la zarzuela, pedro sanchez a promis de sacquitter fidelement des devoirs incombant au chef de gouvernement et de respecter la constitution . le premier ministre, au pouvoir depuis 2018, va desormais devoir satteler a la composition de son nouveau gouvernement avec ses allies de la coalition dextreme gauche sumar, avec la lourde tache de reconcilier un pays plus divise que jamais. signe de cette extreme tension, un groupe de militaires a la retraite, tres critiques envers la gauche, a publie vendredi un manifeste appelant les responsables de la defense de lordre constitutionnel a destituer le premier ministre et a convoquer de nouvelles elections. interrogee sur ce climat, la porte-parole du gouvernement, isabel rodriguez, a reconnu que ce nouveau mandat de pedro sanchez sannoncait complexe mais a juge que le gouvernement avait demontre ces dernieres annees quil etait capable de gerer des situations extremement compliquees.",{'espagne'},set(),positive,0.7324432134628300,positive,1
"la femme tuee etait une escort, lauteur presume son client",richterswil (zh),"la victime dun feminicide dans un appartement a richterswil (zh) samedi etait une travailleuse du sexe. cela ne faisait que trois mois que la malheureuse, originaire du bresil, habitait en suisse. netant pas en possession dun permis de travail valable, elle comptait rentrer au pays. le soir de son meurtre, lescort-girl avait rendez-vous avec un client, un suisse age de 37 ans et dorigine nord-africaine. selon zuritoday, le meurtrier presume avait donne rendez-vous a lescort-girl dans un appartement, alors que sa compagne etait en voyage. un chauffeur avait amene la femme et patiente jusqua lheure convenue pour la recuperer. entretemps, alors que la victime rencontrait son client pour la premiere fois, des voisins ont entendu des cris provenant de lappartement. un bain de sang, temoignent encore ces derniers. le chauffeur, lui, est devenu mefiant lorsquil a constate que la femme ne setait pas manifestee a lheure convenue. les raisons qui auraient pu pousser le meurtrier presume a passer a lacte sont pour le moment inconnues. la nature exacte du crime na pas non plus ete divulguee, la police se refusant a tout commentaire. ce qui est certain, cest que la femme est decedee sur place, malgre les tentatives des ambulanciers pour la reanimer. toujours selon le site dinformations zurichois, le monde de lescort est en pleine ebullition: la tragique nouvelle de la mort de la jeune femme sest rapidement repandue en son sein.",{'suisse'},{'richterswil'},negative,0.827858567237854,negative,-1
la fuite sans fin et sans issue des deplaces de gaza,que des bombardements partout,"frappes aeriennes, maisons detruites et proches fauches par les bombes: au centre de la bande de gaza, azhar al-rifi, mere de famille de 36 ans, cherche toujours la securite que promettait larmee israelienne en ordonnant aux palestiniens de fuir le nord du territoire. a laube vendredi, un avion israelien a largue plusieurs bombes sur le camp de refugies de nousseirat, dans le centre de la bande de gaza. sept immeubles et maisons ont ete detruits. dix-huit personnes sont mortes et parmi elles, sept proches dazhar al-rifi, dont trois enfants, selon des responsables locaux de la sante. aujourdhui, elle tente de consoler son fils mohammed, age de deux ans, blesse a la tete dans les bombardements qui ont egalement emporte son neveu joud, cinq ans. elle a elle-meme ete admise a lhopital chouhada al-aqsa de deir al-balah pour des blessures a la jambe. ils disaient que le sud etait plus sur, alors on sest deplaces, lache-t-elle a lafp. aujourdhui, un tiers des habitants du nord sont partis, selon le bureau central des statistiques palestiniennes. ils font partie des plus de 1,5 million de deplaces de gaza  les deux tiers de la population. mais, pour la deuxieme fois, azhar al-rifi dit rechapper a des frappes au-dela du wadi gaza, la limite posee par larmee israelienne a sa zone de combats intenses avec le hamas, dans le nord du petit territoire palestinien. depuis que le mouvement islamiste a mene le 7 octobre une attaque dune ampleur inedite sur le sol israelien, tuant 1200 personnes, en majorite des civils, et enlevant, avec dautres groupes armes, environ 240 personnes, selon les autorites israeliennes, les bombardements de represailles sur la bande de gaza sont incessants. selon le gouvernement du hamas, au moins 11500 palestiniens ont ete tues, aux deux tiers des femmes et des enfants. dabord partie chez des proches a deir el-balah, elle a ensuite rejoint le camp de nousseirat chez dautres proches. car la maison ou elle avait espere sabriter a ete detruite dans les frappes. a huit ans, nada abou hiya en est aussi a son troisieme bombardement. dabord, ils ont bombarde la maison de mon grand-pere ou on vivait a gaza, puis on est alles a deir el-balah, ils nous ont bombarde. donc on est venus ici et ils nous ont encore bombarde, dit-elle a lafp. partout, il ny a que des bombardements, ma grand-mere est morte, ma mere est morte, mon grand-pere est mort, mon oncle est mort, ils ont detruit notre maison, ils ont detruit la maison de nos voisins, ils sont tous morts, egrene-t-elle. azhar al-rifi, elle, narrive toujours pas a realiser la mort de son neveu joud. il y a deux semaines, sa mere est morte donc mon mari a decide quil viendrait vivre avec nous, raconte-t-elle. il est arrive hier soir et il a dine avec nous. du haut de ses cinq ans, il ma dit: maintenant que ma mere est morte, je ne peux plus appeler personne maman. je lui ai repondu cest moi ta mere. le petit est ensuite parti dormir, avec douze autres enfants dans une chambre, souffle-t-elle. a quatre heures du matin, il a ete emporte. une enieme frappe.",set(),set(),negative,0.8063420057296750,negative,-1
la mere appelle a manifester apres la liberation du policier,mort de nahel en france ,"la mere de nahel a appele a un rassemblement dimanche, a nanterre, quelques jours apres la liberation du policier auteur du tir mortel sur son fils lors dun controle routier, le 27 juin dernier. je me battrai, je ne lacherai rien pour mon fils. dimanche 19 novembre, venez nombreux pour nous soutenir a 15 heures sur la place nelson-mandela, a nanterre. merci beaucoup, indique mounia, la mere de ladolescent, dans une video transmise par le collectif justice pour nahel, jeudi soir, a plusieurs medias. les images du motard tirant fin juin a bout portant sur ladolescent, largement diffusees sur les reseaux sociaux, avaient souleve une vague de colere et de violences qui a embrase pendant plusieurs nuits consecutives de nombreuses villes de region parisienne et dans le reste du pays, les plus graves depuis 2005. incendies de batiments publics, pillages de magasins: si les emeutes avaient dure moins longtemps quen 2005, elles ont cause plus de degats materiels. les images ont egalement relance le debat sur les violences policieres et le policier auteur du tir etait en detention provisoire jusqua mercredi. les juges dinstruction craignaient notamment une concertation entre les deux policiers. mais mercredi, ils ont accede a la demande de me laurent-franck lienard, avocat de florian m.. les juges estiment quil existe encore des divergences entre les differentes versions donnees, mais que le risque de concertation apparait desormais, dans cette configuration, moins pregnant et ne saurait justifier la poursuite de la detention provisoire a ce titre. ils soulignent egalement que si le trouble a lordre public demeure, il est moindre qua la date du placement en detention provisoire. le policier de 38 ans reste mis en examen pour meurtre et est place sous controle judiciaire. il doit verser un cautionnement et a interdiction dentrer en contact avec les temoins et les parties civiles, de paraitre a nanterre et de detenir une arme, avait explique le parquet de nanterre. il etait temps quil sorte, a salue me lienard, evoquant une detention politique. son client est soulage et a retrouve sa famille, a-t-il indique a lafp. mais pour la mere de nahel, il sagit dune veritable injustice. comment la vie de mon fils peut avoir aussi peu de valeur pour cette justice?, se questionne-t-elle dans la video. un policier tue un enfant, arabe ou noir, devient millionnaire et sort de prison, retrouve sa famille tranquillement pour les fetes, ajoute-t-elle en reference a la cagnotte qui a recolte plus de 1,6 million deuros en soutien a la famille du policier. cette cagnotte lancee par jean messiha, figure de lextreme droite, fait lobjet dune plainte de la famille de nahel, pour escroquerie en bande organisee, denoncant des manuvres frauduleuses et des mensonges de cette ancienne figure du front national, visant a tromper les donateurs pour recolter des fonds.",set(),set(),neutral,0.5897934436798100,positive,0
moscou a lance ses livraisons de cereales gratuites a des pays africains,russie,"la russie a debute des livraisons de cereales gratuites promises par vladimir poutine a plusieurs pays africains, a indique vendredi le ministre russe de lagriculture. les deux premiers navires, 25000 tonnes chacun a destination de la somalie et le burkina faso, sont deja partis de ports russes, nous attendons leur arrivee fin novembre, debut decembre, a declare dmitri patrouchev. des navires pour la centrafrique, le zimbabwe, le mali et lerythree charges de ble seront envoyes vers ces pays prochainement, avant la fin de lannee, a-t-il poursuivi, cite dans un communique de son ministere publie sur telegram. en tout, il a promis que moscou enverrait gratuitement jusqua 200000 tonnes de ble russe a des pays africains dici a nouvel an. le president russe vladimir poutine avait assure mi-octobre que la russie conservait un potentiel tres eleve dexportations de cereales malgre les sanctions occidentales prises pour punir lattaque contre lukraine de fevrier 2022. cet ete, il avait annonce que la russie allait livrer des cereales gratuites a ces six pays africains (mali, burkina faso, centrafrique, erythree, zimbabwe, somalie) au moment ou moscou cherche a ancrer son influence en afrique. parallelement, moscou affirme que lexportation sur le marche international de ses produits agricoles et engrais est entravee par les sanctions occidentales, portant atteinte a la securite alimentaire des plus pauvres. mais la russie sefforce aussi dempecher lukraine, une autre grande puissance agricole, dexporter sa production cerealiere. le kremlin a ainsi quitte en juillet laccord cerealier negocie sous legide de la turquie et de lonu a lete 2022 et qui visait a permettre les exportations cerealieres ukrainiennes via la mer noire. larmee russe bombarde aussi regulierement les ports ukrainiens, mais kiev a reussi a mettre en place un premier couloir maritime que la russie nest pas parvenue a bloquer.","{'burkina faso', 'turquie', 'russie', 'mali', 'ukraine', 'zimbabwe', 'erythree', 'somalie'}",set(),neutral,0.5738224983215330,positive,0
moscou veut faire interdire le mouvement lgbt+ pour extremisme,russie,"le ministere russe de la justice a indique, vendredi, avoir demande linterdiction pour extremisme du mouvement de societe international lgbt. une audience en ce sens est prevue, des le 30 novembre, a la cour supreme russe. le court communique du ministere ne precise pas sil vise dune maniere generale le mouvement lgbt+ ou sil designe une ou plusieurs organisations specifiques. le ministere de la justice a depose une demande administrative aupres de la cour supreme (...) afin de classer comme extremiste le mouvement de societe international lgbt et dinterdire ses activites sur le territoire de la federation de russie, a-t-il indique. la russie, qui se pose en rempart moral face a la decadence de loccident, multiplie les mesures conservatrices visant les communautes lgbt+ affirmant notamment defendre ainsi les enfants face a des comportements juges deviants. pour les defenseurs des droits humains, vladimir poutine et son regime menent une politique homophobe et transphobe. le pouvoir russe oublie une nouvelle fois que la communaute lgbt+, ce sont des gens, des citoyens de ce pays comme les autres. et maintenant, ils ne veulent pas seulement nous faire disparaitre de lespace public, mais nous interdire en tant que groupe social, a reagi dilia gafourova, la directrice du fonds sphere, une association de defense des droits lgbt+ en russie. cest une mesure typique des regimes repressifs et non democratiques: persecuter les plus vulnerables, a-t-elle poursuivi, promettant de se battre pour les droits des lgbt+ en russie.",{'russie'},set(),neutral,0.6189327836036680,negative,0
les rougets battent facilement une faible armenie,football,"lequipe de suisse des m21 etait en lice vendredi soir dans le cadre des qualifications pour le prochain euro qui se deroulera en slovaquie en 2025. pour son quatrieme match de la campagne, elle recevait larmenie. les rougets ont deroule surtout en deuxieme mi-temps, et se sont imposes 5-0 face a un adversaire qui ne setait pas deplace a la maladiere pour faire le jeu. mais ca, le selectionneur sascha stauch le savait, puisquil lavait annonce avant le debut de la rencontre. ses hommes allaient devoir inventer quelque chose afin de se creer des occasions, face a un bloc qui allait defendre tres bas. les suisses ont domine, mais ils ont de la peine dans les derniers gestes durant une demi-heure. ils ont du attendre la 35e minute et un penalty genereusement accorde par larbitre pour parvenir a faire sauter le verrou. a la suite dune faute pas du tout evidente dhamlet mnatsakanyan sur alvyn sanches, cest le meneur de jeu fabian rieder qui a inscrit le penalty pour le 1-0 (37e). la deuxieme periode a mis moins de temps a demarrer. le 2-0 est tombe des la 51e minute sur un centre de franck surdez de la gauche, parfaitement transforme de la tete par bradley fink. dans la foulee ou presque, larbitre a une nouvelle fois offert un cadeau a la suisse: un deuxieme penalty pour une sortie du gardien gor matinyan. une action qui navait pas valeur de faute. rieder ne sest pas fait prier pour le 3-0 (55e). des lors les armeniens ont lache laffaire. a la 71e sanches a inscrit le 4-0, tres rapidement suivi par le 5-0 de nikolas muci (74e). de quoi ravir les 5561 spectateurs presents dans les tribunes de la maladiere. une bonne affluence, avec un public tres jeune, dans un stade qui etait en configuration 6000 places. a la vue de cette rencontre, difficile de comprendre comment les rougets ont ete contraints au match nul 0-0 en octobre, face a cette meme equipe a erevan. ce large succes permet a la suisse de prendre la tete du groupe 5 avec dix points, devant la roumanie et lalbanie. mais cest mardi (18 h 30), toujours a neuchatel, que lequipe nationale va passer un veritable test en recevant la roumanie.","{'suisse', 'roumanie', 'slovaquie'}",{'neuchatel'},negative,0.7452041506767270,negative,-1
la tempete frederico a fait une victime,gurzelen (be),"la police cantonale bernoise a recu un appel, jeudi, aux alentours de 21h10, signalant un accident au lieu-dit grub a gurzelen (be). un arbre est tombe sur un vehicule, emprisonnant son conducteur a linterieur. ce dernier a ete grievement blesse. rapidement intervenus, les secours nont pu que constater le deces de la victime, un bernois age de 72 ans. lincident a necessite lintervention de la police cantonale, des ambulanciers ainsi que des pompiers duetendorf et de protection et sauvetage thoune. les investigations sont dirigees par le ministere public regional de loberland. les intemperies ont cree de nombreuses situations de detresse dans les regions de lemmental, mittelland, ainsi qua berne et haute-argovie. les centrales de la police cantonale bernoise ont enregistre pres de nonante appels. plusieurs routes ont ete obstruees, a cause des chutes darbres et des barrieres de chantier. la tempete frederico a aussi eu des repercussions ailleurs en suisse romande. jeudi soir, un de nos lecteurs signalait la chute dun arbre sur la route cantonale a bienne. une voiture a ete ecrasee. la police et les pompiers ont ete apercus sur place pour degager la voie.",{'suisse'},"{'berne', 'thoune', 'bienne'}",negative,0.8488703370094300,negative,-1
"jai cible des batiments, je ne vole pas les gens",proces a lausanne,"la liste des mefaits reproches a adama* est impressionnante. en lespace de quelques semaines, ce quadragenaire a ecume les hautes ecoles de la region lausannoise ainsi que plusieurs magasins, fondations ou meme administrations publiques pour y derober ordinateurs, tablettes, montres et autres objets revendables. au total, une vingtaine de cas ont ete retenus contre lui par le tribunal de lausanne, qui la juge le 9 octobre dernier. outre la hep, la hes-so, lepsic ou encore des bureaux de la ville de lausanne, on trouve aussi dans la liste de simples courses a la migros. il a explique avoir vole des ufs et du fromage, notamment. adama na pas cherche a contester. ce senegalais arrive en suisse malgre lui, comme il dit, sest mis a voler pour survivre, mais aussi par depit face a un systeme quil juge mauvais et corrompu. cest pour ca que jai vole. mais jai cible des batiments administratifs, je ne vole pas les gens. et ce bien que lacte daccusation mentionne quelques cas de vols de sacs a main personnels. tout cela ne peut pas durer, vous en etes conscient? a sonde le juge lors de laudience. le prevenu a assure avoir lintention de repartir au senegal des la fin de sa peine de prison. au benefice dune rente ai, il compte en vivre dans son pays. laccuse a ecope de 20 mois de prison ferme, ainsi que dune amende de 300 fr. les frais de justice sont a sa charge. egalement condamne pour consommation de drogue, adama a ete prevenu par le juge: reglez ce probleme, car la prochaine etape, sil faut une mesure dinternement psychique, nest vraiment pas souhaitable. ce a quoi le prevenu a retorque en souriant: je vous enverrai une carte postale du senegal pour vous prouver que tout va bien. *prenom demprunt","{'suisse', 'senegal'}",{'lausanne'},neutral,0.543274998664856,positive,0
david guetta sera papa une 3e fois,france,"surprise lors des latin grammy awards, jeudi 16 novembre 2023. au lendemain de son sacre de meilleur dj du monde, david guetta a annonce une autre excellente nouvelle. il est arrive sur le tapis rouge de levenement au bras de sa cherie, jessica ledon, qui est enceinte. nous avons une grande info pour vous. cest la sortie la plus importante de lannee, a poste la star de 56 ans, sur instagram, en legende de photos de lui et du mannequin. david guetta avait officialise son couple avec jessica, 30 ans, le 1er fevrier 2016, lors dune soiree a lelysee autour de cuba, pays dorigine de la future maman. avant cela, il a ete marie durant 22 ans a cathy guetta, avec laquelle il a eu deux enfants, tim-elvis (19 ans) et angie (16 ans).","{'france', 'cuba'}",set(),neutral,0.545287013053894,positive,0
snoop dogg a arrete de fumer,surprise,"snoop dogg a declare a ses 82 millions dabonnes sur instagram: apres mure reflexion et des discussions avec ma famille, jai decide darreter de fumer. veuillez respecter ma vie privee en ce moment. lartiste de 52 ans na pas explique les raisons ni les motivations qui lont pousse a prendre cette decision vis-a-vis du tabac et de lherbe recreative, dont il etait un grand defenseur. pas plus tard quen mars 2023, ed sheeran avait dailleurs ete aveugle par un petard partage avec le rappeur. la decision de lamericain, qui commercialise des chips au cannabis, fait beaucoup reagir sur la toile. snoop sans fumee, cest comme un hamburger sans ketchup, ca faisait partie de votre personnage. votre talent extraordinaire ne sera pas entrave par la perte de cette habitude. felicitations! vous etes plus grand que la fumee, un moment historique ou encore quoi, smoke dogg cest fini? peut-on lire entre autres dans les commentaires de la publication du coauteur de still d.r.e., dont le clip a passe le milliard de vues sur youtube.",set(),set(),neutral,0.6365401148796080,negative,0
le sauvetage dans le tunnel peut encore prendre 48 heures,ouvriers bloques en inde,"au rythme actuel, il faudra encore de 40 a 48 heures pour extraire les ouvriers, a indique vendredi a la presse deepak patil, responsable des secours qui tentent de sauver 40 ouvriers bloques depuis dimanche dans un tunnel dans le nord de linde. un puissant excavateur a entame jeudi des operations de forage mais na pu progresser que de 24 metres de maniere securisee, 36 metres restant a parcourir, a precise anshu manish khalko, directeur de la societe nationale des infrastructures. lobjectif est dintroduire un tuyau dacier denviron 90 centimetres de diametre par lequel pourront etre evacues les ouvriers, tous encore en vie. le tunnel en construction sest partiellement effondre le 12 novembre, piegeant les 40 ouvriers dans un espace denviron 400 m de long. les secours, qui peuvent communiquer par radio avec eux, leur ont fait parvenir des medicaments, de la nourriture et de loxygene par des canalisations. parmi les ouvriers pieges, certains souffriraient de vomissements, maux de tete, anxiete et problemes destomac, a declare linfirmier b.s. pokhriyal au journal indian express. un hopital de campagne a ete installe a proximite du site et des ambulances mises a disposition pour la prise en charge des ouvriers pieges a leur sortie. le tunnel de 4,5 km etait en cours de construction entre les villes de silkyara et dandalgaon pour relier uttarkashi et yamunotri, deux des sanctuaires hindous les plus sacres. il fait partie du projet routier du premier ministre, narendra modi, visant a ameliorer les conditions de deplacement entre certains des sanctuaires hindous les plus populaires du pays ainsi que dans les zones frontalieres avec la chine.",{'chine'},set(),negative,0.8824008107185360,negative,-1
la voiture du rappeur tiakola attaquee au marteau sur lautoroute,france ,"poursuivi sur lautoroute par des agresseurs ayant casse son pare-brise, un rappeur francais a percute un commissariat et a fini en garde a vue en banlieue parisienne, a appris lafp vendredi aupres du parquet et de la police. les faits se sont produits jeudi soir vers 23h00, a sa sortie de concert a paris, quand le chanteur tiakola, 23 ans, figure montante du rap francais, a ete pris en chasse sur lautoroute a bord de son suv, avec son chauffeur et un accompagnateur, selon une source policiere. deux vehicules ont bloque leur vehicule et des agresseurs en sont sortis, cassant leur pare-brise avec un marteau. le chauffeur du rappeur est parvenu a redemarrer mais en voulant sengouffrer dans le poste de police de noisy-le-grand, il a percute une barriere. le rappeur, william mundela de son vrai nom, son chauffeur et son accompagnateur ont ete places un temps en garde a vue pour degradations, a indique le parquet, precisant que le rappeur et lautre passager ont fait lobjet dun classement sans suite. les agresseurs et leurs voitures ont ete identifies mais nont pas encore ete retrouves. tiakola a indique aux enqueteurs quil avait cache 25000 euros dans le compartiment de sa roue de secours, un montant destine a du shopping. le concert auquel il avait participe jeudi dans une grande salle parisienne avait ete retransmis en direct sur youtube. en mai, lors de la ceremonie des flammes, dediee au rap et ses courants, le jeune rappeur de region parisienne a recu trois recompenses (album nouvelle pop de lannee, morceau rnb, morceau dinspiration afro).",{'france'},set(),neutral,0.6421786546707150,negative,0
alcaraz dernier qualifie pour les demies du masters,tennis,"lespagnol carlos alcaraz (atp 2) a decroche le dernier billet pour les demi-finales des masters atp en battant le russe daniil medvedev (atp 3), deja qualifie pour le dernier carre, 6-4 6-4, vendredi a turin (italie). le no 2 mondial qui participe pour la premiere fois au masters, a termine a la premiere place du groupe rouge avec deux victoires et une defaite, comme son adversaire du jour, 2e de ce groupe. en demi-finale, il sera oppose samedi au 2e du groupe vert, a savoir le serbe novak djokovic, no 1 mondial et tenant du titre. lautre demi-finale opposera litalien jannik sinner (atp 4), 1er du groupe vert, a medvedev. je suis tres heureux datteindre le dernier carre pour ma premiere participation, cela a ete un match tres difficile, contre un adversaire qui est toujours complique, a explique apres sa victoire alcaraz qui a battu cette annee djokovic en finale a wimbledon. dans la premiere manche, lespagnol, 20 ans, a pris le service de son adversaire sur un jeu blanc a 3-3 et a conserve son avantage pour remporter le set en 39 minutes. lespagnol a breake une nouvelle fois medvedev, auteur notamment dune grossiere erreur sur une volee et dune double faute, dans le 9e jeu de la seconde manche pour mener 5-4 et gagner le match sur son service. la derniere rencontre, vendredi soir, entre andrey rublev et alexander zverev a tourne a lavantage de lallemand qui a battu le russe 6-4 6-4.",{'italie'},set(),neutral,0.6112908720970150,positive,0
le ministere de la defense accuse de sexisme et de harcelement,royaume-uni,"le ministere de la defense britannique est accuse par une soixantaine de ses hautes fonctionnaires davoir laisse prosperer une culture toxique et de harcelement envers les femmes de la part de leurs collegues masculins, rapporte vendredi the guardian. dans une lettre envoyee a leur hierarchie et revelee par le quotidien britannique, ces femmes affirment que leur travail quotidien (au siege du ministere) est rendu difficile par des comportements qui seraient consideres comme toxiques et inappropries dans la vie publique, mais sont toleres au sein du ministere de la defense. nous subissons un langage meprisant, nous sommes victimes dattentions indesirables et de harcelement sexuel, notamment des regards intrusifs, des commentaires sexuels et des remarques incessantes sur nos tenues vestimentaires, sur notre apparence ou notre parfum, decrivent-elles. le ministere de la defense a assure agir pour resoudre les problemes profondement preoccupants souleves par cette lettre. aucune femme ne devrait se sentir en danger dans la defense, et ces comportements ne seront pas toleres, a ajoute le ministere. le syndicat fda, qui represente les cadres de la fonction publique, a reclame une enquete immediate sur ces allegations. les recits des experiences vecues par ces femmes sont profondement inquietants. chacun a droit detre traite avec dignite et respect sur son lieu de travail, a reagi le syndicat sur x (ex-twitter). selon les autrices de la lettre, les problemes souleves ne sont pas anciens mais actuels. et elles affirment que des plaintes et rapports sur ces sujets ont generalement ete minimises plutot quentendus. le ministere de la defense nest pas la premiere organisation publique britannique a etre confrontee a ce genre dallegations ces dernieres annees. la police londonienne, les pompiers, mais aussi le parlement, ont ete accuses davoir laisse prosperer une culture sexiste et des actes de harcelement moral ou sexuel envers les femmes. dans le secteur prive, la principale association patronale, la cbi, a aussi ete secouee au printemps dernier par des accusations dagressions sexuelles, dont deux viols. son directeur a ete limoge et de nombreux adherents ont quitte lorganisation.",{'royaume-uni'},set(),neutral,0.6814855337142940,negative,0
musk accuse de faire une promotion abjecte de lantisemitisme,selon la maison blanche ,"la maison blanche a accuse vendredi elon musk davoir fait une promotion abjecte de la haine antisemite et raciste dans lune de ses publications sur son reseau social x, anciennement twitter. le milliardaire avait repondu mercredi au proprietaire dun compte, qui avait ecrit que les personnes juives encourageaient la haine contre les blancs, par ce message: tu as dit lexacte verite. pour la maison blanche, la publication ne fait que repeter une theorie du complot populaire parmi les nationalistes blancs, selon laquelle les juifs ont un plan secret pour favoriser limmigration clandestine dans les pays occidentaux afin dy saper la majorite blanche. cette theorie du complot avait notamment ete reprise par lauteur de lattentat dans une synagogue de pittsburgh en 2018, qui avait fait 11 morts. il est inacceptable de repeter le mensonge odieux a lorigine de lacte dantisemitisme le plus mortel de lhistoire des etats-unis, a declare dans un communique andrew bates, un porte-parole de la maison blanche, en reference a cet attentat. apres sa premiere reponse, elon musk avait poursuivi en affirmant que lanti-defamation league (adl), une association de lutte contre lantisemitisme, attaque injustement une majorite de loccident, malgre le fait que la majorite de loccident soutienne les personnes juives et israel. cest parce quils ne peuvent pas, selon leurs propres principes, critiquer les groupes de minorites qui representent la menace principale envers les personnes juives, avait-il ajoute. ladl est lune des ong qui denoncent une hausse notable de la desinformation et des insultes homophobes et racistes sur x, depuis que les regles de moderation y ont change avec larrivee delon musk. le proprietaire de tesla ou encore spacex sen etait deja pris a ladl debut septembre en affirmant que le groupe etait responsable de la plus grande partie de la perte de revenus de x.",{'etats-unis'},set(),negative,0.8888124227523800,negative,-1
"fribourg-gotteron, en mode diesel, renoue avec le succes",hockey sur glace,"fribourg-gotteron a choisi le bon soir pour gouter a nouveau aux joies de la victoire. les dragons lont fait, vendredi soir contre ajoie (8-4), pour le premier match dans une bcf arena dont la capacite a ete augmentee a 9075 places (une nouvelle fois toutes occupees). cette victoire contre les jurassiens, qui met fin a une spirale negative de quatre revers, a ete acquise au terme dune rencontre a oublier pour les defenses et les gardiens. cest ajoie, pour son match de reprise apres la treve internationale, qui a connu une meilleure entame. la troupe de christian wohlwend a joue avec beaucoup denergie et a ete recompensee par louverture du score de t.j brennan (7e, 0-1). la suite du tiers a ete folle avec des reussites de lucas wallmark (13e, 1-1), eric gelinas (15e, 1-2) et dominik binias (16e 2-2), qui a marque son premier but en nl. en difficulte durant tout le premier tiers, fribourg-gotteron a pris le controle du match des le retour des vestiaires, notamment grace a un double avantage numerique. chris didomenico (22e, 3-2) en a profite pour retrouver le chemin des filets. ce sont ensuite les hommes de lombre qui ont permis aux dragons de passer definitivement lepaule. dabord par andrey bykov (30e, 4-2), le plus prompt sur un rebond, puis par simon seiler (32e, 5-2), bien decale par dido. peu de temps apres, noah patenaude a fait sa premiere apparition en nl en remplacant damiano ciaccio la soiree cauchemardesque des portiers sest poursuivie puisque cinq nouveaux buts (dont un dans la cage vide) ont ete inscrits lors de lultime acte, sans que la destinee du duel ne change. fribourg-gotteron, a nouveau leader, se deplacera a berne dimanche (20h) pour le deuxieme derby des zahringen de la saison alors quajoie accueillera ambri samedi (19 h 45).",{'schweiz'},"{'fribourg', 'berne'}",neutral,0.5743771195411680,negative,0
